facility_id,facility_name,state,condition,discharges,err,predicted_rate,expected_rate,readmissions,worse_than_expected
140200,ELMHURST MEMORIAL HOSPITAL,IL,Pneumonia (PN),759,1.0571,16.8947,15.9815,132,1
140200,ELMHURST MEMORIAL HOSPITAL,IL,Hip/Knee Replacement,894,1.0717,5.0574,4.7193,46,1
140200,ELMHURST MEMORIAL HOSPITAL,IL,Heart Failure (HF),1124,1.0958,20.6721,18.8646,239,1
140200,ELMHURST MEMORIAL HOSPITAL,IL,COPD,321,0.9925,18.2419,18.3797,58,0
140200,ELMHURST MEMORIAL HOSPITAL,IL,Bypass Surgery (CABG),96,1.0553,11.0409,10.4619,12,1
140200,ELMHURST MEMORIAL HOSPITAL,IL,Heart Attack (AMI),181,1.0617,14.3234,13.4908,29,1
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Pneumonia (PN),970,1.1126,18.4188,16.5541,186,1
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Hip/Knee Replacement,,0.8504,5.8315,6.8573,,0
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Heart Failure (HF),847,0.9324,18.5432,19.888,152,0
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,COPD,267,1.0198,18.93,18.5617,52,1
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Bypass Surgery (CABG),,0.9247,9.1953,9.9437,,0
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Heart Attack (AMI),214,0.9813,14.0061,14.2726,29,0
140206,HUMBOLDT PARK HEALTH,IL,Pneumonia (PN),71,1.0431,17.1033,16.396,15,1
140206,HUMBOLDT PARK HEALTH,IL,Heart Failure (HF),47,1.0385,23.6057,22.7308,14,1
140206,HUMBOLDT PARK HEALTH,IL,COPD,,1.0381,20.7001,19.9409,,1
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Pneumonia (PN),572,1.1074,19.392,17.5111,118,1
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Hip/Knee Replacement,169,1.3511,7.9656,5.8958,17,1
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Heart Failure (HF),1240,0.9634,20.4636,21.2403,251,0
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,COPD,243,1.0502,21.4823,20.4548,56,1
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Bypass Surgery (CABG),175,1.1633,15.3363,13.1831,31,1
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Heart Attack (AMI),309,1.0854,17.3592,15.993,58,1
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Pneumonia (PN),340,1.038,17.1999,16.5702,61,1
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Heart Failure (HF),345,1.0891,21.6588,19.8867,81,1
140209,CARLE HEALTH METHODIST HOSPITAL,IL,COPD,111,1.0304,19.5834,19.0054,24,1
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Bypass Surgery (CABG),,1.0265,9.8721,9.6172,,1
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Heart Attack (AMI),200,0.9556,13.1662,13.7786,24,0
140210,HARRISBURG MEDICAL CENTER,IL,Pneumonia (PN),,1.0029,15.6661,15.6215,,1
140210,HARRISBURG MEDICAL CENTER,IL,Heart Failure (HF),,0.9659,22.4369,23.2301,,0
140210,HARRISBURG MEDICAL CENTER,IL,COPD,,0.9736,18.3279,18.824,,0
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Pneumonia (PN),430,1.004,15.751,15.6877,68,1
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Hip/Knee Replacement,,1.0701,8.1645,7.6297,,1
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Heart Failure (HF),611,0.9009,16.9221,18.7844,96,0
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,COPD,126,1.01,17.6777,17.5036,23,1
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Heart Attack (AMI),132,1.0379,12.2366,11.7898,18,1
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Pneumonia (PN),1110,1.1266,18.3648,16.3015,212,1
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Hip/Knee Replacement,,0.8912,4.8499,5.4422,,0
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Heart Failure (HF),1136,1.08,21.4202,19.8338,249,1
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,COPD,307,1.0107,17.6623,17.4754,55,1
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Bypass Surgery (CABG),248,0.8818,10.1984,11.5655,22,0
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Heart Attack (AMI),379,0.9709,13.0622,13.454,48,0
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Pneumonia (PN),161,0.9263,15.6185,16.8613,20,0
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Hip/Knee Replacement,,1.0288,6.9152,6.7219,,1
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Heart Failure (HF),168,0.9543,20.5182,21.5015,31,0
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,COPD,,0.9796,17.5021,17.8665,,0
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Heart Attack (AMI),,1.0598,14.0316,13.2404,,1
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Pneumonia (PN),1099,1.0675,19.1477,17.9376,215,1
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Hip/Knee Replacement,,1.1491,7.2137,6.2776,,1
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Heart Failure (HF),1299,0.9012,17.8963,19.8578,225,0
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,COPD,175,1.0067,19.7091,19.5777,35,1
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Bypass Surgery (CABG),75,1.1092,11.0492,9.961,11,1
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Heart Attack (AMI),245,0.9687,13.7243,14.1674,32,0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Pneumonia (PN),102,1.0152,16.649,16.3991,18,1
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Hip/Knee Replacement,,0.9258,5.2747,5.6976,,0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Heart Failure (HF),189,0.9884,18.9638,19.1861,35,0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,COPD,,0.9887,22.4854,22.7425,,0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Heart Attack (AMI),,0.9804,13.9966,14.2767,,0
140228,UW HEALTH,IL,Pneumonia (PN),492,1.0209,16.3837,16.0482,82,1
140228,UW HEALTH,IL,Heart Failure (HF),435,1.1372,22.8594,20.1006,109,1
140228,UW HEALTH,IL,COPD,153,1.0235,18.478,18.0543,30,1
140228,UW HEALTH,IL,Bypass Surgery (CABG),65,1.1145,12.5273,11.2401,11,1
140228,UW HEALTH,IL,Heart Attack (AMI),167,1.1322,14.2086,12.5499,30,1
140231,EDWARD HOSPITAL,IL,Pneumonia (PN),894,0.9982,15.5617,15.59,139,0
140231,EDWARD HOSPITAL,IL,Hip/Knee Replacement,309,1.1499,5.634,4.8995,19,1
140231,EDWARD HOSPITAL,IL,Heart Failure (HF),1065,1.0381,20.682,19.9232,223,1
140231,EDWARD HOSPITAL,IL,COPD,294,1.0681,20.0781,18.7988,64,1
140231,EDWARD HOSPITAL,IL,Bypass Surgery (CABG),118,1.0747,10.2938,9.5781,14,1
140231,EDWARD HOSPITAL,IL,Heart Attack (AMI),213,1.0982,14.1698,12.9026,35,1
140233,SAINT ANTHONY MEDICAL CENTER,IL,Pneumonia (PN),484,1.0897,17.7986,16.3329,92,1
140233,SAINT ANTHONY MEDICAL CENTER,IL,Hip/Knee Replacement,150,1.3518,6.9935,5.1734,14,1
140233,SAINT ANTHONY MEDICAL CENTER,IL,Heart Failure (HF),519,1.0249,19.5031,19.0287,103,1
140233,SAINT ANTHONY MEDICAL CENTER,IL,COPD,95,0.9851,18.0236,18.2969,16,0
140233,SAINT ANTHONY MEDICAL CENTER,IL,Bypass Surgery (CABG),79,1.1934,13.1183,10.9926,15,1
140233,SAINT ANTHONY MEDICAL CENTER,IL,Heart Attack (AMI),205,1.0095,13.4237,13.297,28,1
140239,JAVON BEA HOSPITAL,IL,Pneumonia (PN),151,0.968,15.3337,15.8399,21,0
140239,JAVON BEA HOSPITAL,IL,Heart Failure (HF),260,0.9156,18.6022,20.3177,42,0
140239,JAVON BEA HOSPITAL,IL,COPD,150,0.9929,20.3646,20.5112,30,0
140239,JAVON BEA HOSPITAL,IL,Bypass Surgery (CABG),,0.9912,10.7669,10.8626,,0
140239,JAVON BEA HOSPITAL,IL,Heart Attack (AMI),90,0.9864,14.1183,14.3125,12,0
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Pneumonia (PN),685,1.0594,17.2388,16.2725,122,1
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Hip/Knee Replacement,,0.8966,6.4495,7.1935,,0
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Heart Failure (HF),995,0.996,18.9236,19.0,188,0
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,COPD,189,1.0129,16.9673,16.7516,33,1
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Bypass Surgery (CABG),173,0.8668,8.4653,9.7659,11,0
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Heart Attack (AMI),249,0.9809,12.0358,12.27,29,0
140251,COMMUNITY FIRST MEDICAL CENTER,IL,Pneumonia (PN),141,0.9956,16.5208,16.5931,23,0
140251,COMMUNITY FIRST MEDICAL CENTER,IL,Heart Failure (HF),191,1.0346,22.2223,21.479,45,1
140251,COMMUNITY FIRST MEDICAL CENTER,IL,COPD,76,0.9841,17.3453,17.6263,12,0
140251,COMMUNITY FIRST MEDICAL CENTER,IL,Heart Attack (AMI),,0.986,12.6566,12.8369,,0
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Pneumonia (PN),1186,0.9984,14.7644,14.788,175,0
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Hip/Knee Replacement,667,0.9572,5.0225,5.2469,33,0
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Heart Failure (HF),992,0.9613,17.4186,18.119,170,0
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,COPD,297,1.0155,17.7993,17.528,54,1
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Bypass Surgery (CABG),127,1.0657,10.5209,9.8726,15,1
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Heart Attack (AMI),312,1.1094,14.0104,12.6284,49,1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Pneumonia (PN),580,1.0148,16.8974,16.6512,99,1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Hip/Knee Replacement,295,1.0648,5.5184,5.1824,17,1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Heart Failure (HF),791,1.032,20.6934,20.0513,166,1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,COPD,136,1.081,19.2221,17.7814,32,1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Bypass Surgery (CABG),,0.9318,10.641,11.4193,,0
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Heart Attack (AMI),175,1.0179,13.7676,13.5251,25,1
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Pneumonia (PN),106,0.9832,15.2064,15.466,15,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Hip/Knee Replacement,,0.8914,4.5315,5.0838,,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Heart Failure (HF),99,0.9436,17.2729,18.3044,13,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,COPD,,0.9521,15.0504,15.808,,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Heart Attack (AMI),,0.968,12.5195,12.9338,,0
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Pneumonia (PN),250,1.0261,16.9003,16.4709,44,1
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Hip/Knee Replacement,,1.0243,6.0294,5.8864,,1
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Heart Failure (HF),546,0.9871,20.6874,20.9567,112,0
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,COPD,82,1.1036,21.2224,19.2295,25,1
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Bypass Surgery (CABG),127,1.0641,12.0913,11.3625,17,1
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Heart Attack (AMI),149,1.0697,17.0399,15.9293,29,1
140280,TRINITY ROCK ISLAND,IL,Pneumonia (PN),436,1.1355,17.0853,15.0465,83,1
140280,TRINITY ROCK ISLAND,IL,Hip/Knee Replacement,,1.107,4.9966,4.5136,,1
140280,TRINITY ROCK ISLAND,IL,Heart Failure (HF),390,0.9572,17.9775,18.7819,67,0
140280,TRINITY ROCK ISLAND,IL,COPD,136,1.0076,16.5088,16.3843,23,1
140280,TRINITY ROCK ISLAND,IL,Bypass Surgery (CABG),,0.948,9.016,9.5103,,0
140280,TRINITY ROCK ISLAND,IL,Heart Attack (AMI),215,1.0146,11.2975,11.1352,25,1
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Pneumonia (PN),796,1.0415,18.7412,17.9948,152,1
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Hip/Knee Replacement,482,1.0332,5.7315,5.5474,28,1
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Heart Failure (HF),1224,0.9577,20.8504,21.7712,252,0
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,COPD,174,1.0843,23.2836,21.4724,47,1
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Bypass Surgery (CABG),152,0.9565,9.9626,10.4152,14,0
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Heart Attack (AMI),175,0.9907,15.1388,15.2805,26,0
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,Pneumonia (PN),394,0.9466,14.6263,15.4506,54,0
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,Heart Failure (HF),274,0.9301,18.3307,19.7085,45,0
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,COPD,125,1.0364,19.4529,18.7691,27,1
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,Heart Attack (AMI),93,0.9994,12.9367,12.9446,12,0
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Pneumonia (PN),637,0.9886,16.2909,16.4783,103,0
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Hip/Knee Replacement,,1.0514,6.2276,5.9231,,1
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Heart Failure (HF),942,1.0494,20.5386,19.5711,197,1
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,COPD,129,0.9888,17.6999,17.9013,22,0
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Bypass Surgery (CABG),159,1.0624,10.9617,10.3181,19,1
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Heart Attack (AMI),201,0.9643,12.8592,13.3359,24,0
140289,ANDERSON HOSPITAL,IL,Pneumonia (PN),337,1.0639,16.5761,15.5811,60,1
140289,ANDERSON HOSPITAL,IL,Hip/Knee Replacement,,1.0142,6.3326,6.2439,,1
140289,ANDERSON HOSPITAL,IL,Heart Failure (HF),296,0.9889,18.8512,19.0623,55,0
140289,ANDERSON HOSPITAL,IL,COPD,98,1.0629,18.8739,17.7568,23,1
140289,ANDERSON HOSPITAL,IL,Heart Attack (AMI),,1.0316,12.805,12.4127,,1
140290,ST ALEXIUS MEDICAL CENTER,IL,Pneumonia (PN),443,1.0605,19.3821,18.2771,90,1
140290,ST ALEXIUS MEDICAL CENTER,IL,Hip/Knee Replacement,273,0.9013,4.4653,4.9545,11,0
140290,ST ALEXIUS MEDICAL CENTER,IL,Heart Failure (HF),568,0.9864,19.7188,19.9903,111,0
140290,ST ALEXIUS MEDICAL CENTER,IL,COPD,,0.936,17.1245,18.2946,,0
140290,ST ALEXIUS MEDICAL CENTER,IL,Heart Attack (AMI),,0.9765,12.26,12.5546,,0
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Pneumonia (PN),740,1.0502,17.3887,16.558,132,1
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Hip/Knee Replacement,,1.1967,6.8512,5.725,,1
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Heart Failure (HF),697,0.9883,19.7785,20.0131,137,0
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,COPD,180,1.0318,18.7137,18.1365,36,1
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Bypass Surgery (CABG),112,1.1049,11.9518,10.8173,16,1
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Heart Attack (AMI),138,0.9874,12.7844,12.9472,17,0
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,Pneumonia (PN),141,1.0159,16.2711,16.0167,24,1
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,Heart Failure (HF),89,1.0313,19.9407,19.3352,20,1
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,COPD,45,1.0278,21.9026,21.3107,12,1
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,Heart Attack (AMI),,1.0217,15.5253,15.1959,,1
140294,DEACONESS ILLINOIS CROSSROADS,IL,Pneumonia (PN),58,1.0384,14.7122,14.1679,11,1
140294,DEACONESS ILLINOIS CROSSROADS,IL,Hip/Knee Replacement,,0.9906,5.0165,5.0642,,0
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,Pneumonia (PN),194,1.0049,16.8408,16.7593,33,1
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,Heart Failure (HF),204,1.0177,21.4166,21.0451,45,1
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,COPD,69,1.0608,19.6858,18.5581,18,1
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,Heart Attack (AMI),,0.9857,12.4146,12.5945,,0
150001,JOHNSON MEMORIAL HOSPITAL,IN,Pneumonia (PN),112,0.9567,12.3269,12.8843,11,0
150001,JOHNSON MEMORIAL HOSPITAL,IN,Heart Failure (HF),128,1.0198,16.8929,16.5653,23,1
150001,JOHNSON MEMORIAL HOSPITAL,IN,COPD,,0.9657,13.3121,13.7844,,0
150002,METHODIST HOSPITALS INC,IN,Pneumonia (PN),303,1.0551,18.2588,17.3054,59,1
150002,METHODIST HOSPITALS INC,IN,Heart Failure (HF),402,1.1072,22.2562,20.1014,97,1
150002,METHODIST HOSPITALS INC,IN,COPD,145,1.0492,18.9183,18.0313,31,1
150002,METHODIST HOSPITALS INC,IN,Heart Attack (AMI),93,1.1299,17.7543,15.7137,23,1
150005,HENDRICKS REGIONAL HEALTH,IN,Pneumonia (PN),291,0.9355,13.5169,14.4481,35,0
150005,HENDRICKS REGIONAL HEALTH,IN,Hip/Knee Replacement,,1.0263,6.7276,6.5554,,1
150005,HENDRICKS REGIONAL HEALTH,IN,Heart Failure (HF),258,1.0066,18.8102,18.687,49,1
150005,HENDRICKS REGIONAL HEALTH,IN,COPD,106,0.9863,15.0842,15.2931,15,0
150005,HENDRICKS REGIONAL HEALTH,IN,Heart Attack (AMI),,0.9175,12.5056,13.6301,,0
150006,NORTHWEST HEALTH-LA PORTE,IN,Pneumonia (PN),312,1.1262,17.623,15.648,63,1
150006,NORTHWEST HEALTH-LA PORTE,IN,Heart Failure (HF),248,1.0631,20.3905,19.1809,55,1
150006,NORTHWEST HEALTH-LA PORTE,IN,COPD,114,1.0419,19.2673,18.4933,25,1
150006,NORTHWEST HEALTH-LA PORTE,IN,Heart Attack (AMI),,0.9965,13.2177,13.2638,,0
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,IN,Pneumonia (PN),192,0.9799,14.2338,14.5263,26,0
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,IN,Hip/Knee Replacement,,0.8588,4.5459,5.2932,,0
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,IN,Heart Failure (HF),165,0.9815,18.3817,18.7282,29,0
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,IN,COPD,113,0.9888,17.5456,17.7451,19,0
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,IN,Heart Attack (AMI),,0.9341,12.1658,13.0247,,0
150008,ST CATHERINE HOSPITAL INC,IN,Pneumonia (PN),117,0.974,17.7839,18.2592,19,0
150008,ST CATHERINE HOSPITAL INC,IN,Heart Failure (HF),104,0.9617,21.0496,21.8872,19,0
150008,ST CATHERINE HOSPITAL INC,IN,COPD,65,1.0845,21.2983,19.6384,20,1
150009,NORTON CLARK HOSPITAL,IN,Pneumonia (PN),392,0.8958,14.3499,16.0185,49,0
150009,NORTON CLARK HOSPITAL,IN,Heart Failure (HF),298,0.9734,19.1083,19.6298,55,0
150009,NORTON CLARK HOSPITAL,IN,COPD,141,1.0199,20.905,20.4976,31,1
150009,NORTON CLARK HOSPITAL,IN,Heart Attack (AMI),108,0.9889,12.5579,12.6986,13,0
150010,ASCENSION ST VINCENT KOKOMO,IN,Pneumonia (PN),180,1.0316,16.0677,15.5753,31,1
150010,ASCENSION ST VINCENT KOKOMO,IN,Hip/Knee Replacement,,1.1001,5.9576,5.4155,,1
150010,ASCENSION ST VINCENT KOKOMO,IN,Heart Failure (HF),199,0.9477,18.0078,19.0008,32,0
150010,ASCENSION ST VINCENT KOKOMO,IN,COPD,,0.9557,15.7603,16.4905,,0
150011,MARION GENERAL HOSPITAL,IN,Pneumonia (PN),203,0.9198,13.0093,14.1433,21,0
150011,MARION GENERAL HOSPITAL,IN,Heart Failure (HF),231,1.0166,18.54,18.2375,44,1
150011,MARION GENERAL HOSPITAL,IN,COPD,101,1.0828,18.9573,17.507,25,1
150011,MARION GENERAL HOSPITAL,IN,Heart Attack (AMI),,0.9974,13.5119,13.5472,,0
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,Pneumonia (PN),375,0.9803,14.7492,15.0453,54,0
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,Hip/Knee Replacement,,1.033,6.588,6.3777,,1
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,Heart Failure (HF),458,1.0549,19.6848,18.6608,94,1
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,COPD,167,0.9533,16.4459,17.2516,24,0
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,Heart Attack (AMI),136,0.9846,12.3388,12.5322,16,0
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,Pneumonia (PN),362,1.0541,16.9765,16.1057,65,1
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,Hip/Knee Replacement,,1.1242,6.3045,5.608,,1
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,Heart Failure (HF),333,1.0378,20.5032,19.7567,71,1
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,COPD,93,1.0274,18.2467,17.7606,19,1
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,Heart Attack (AMI),125,1.1842,15.4396,13.0376,28,1
150017,LUTHERAN HOSPITAL OF INDIANA,IN,Pneumonia (PN),407,0.9789,17.0672,17.4352,68,0
150017,LUTHERAN HOSPITAL OF INDIANA,IN,Heart Failure (HF),531,0.9957,20.7755,20.8654,110,0
150017,LUTHERAN HOSPITAL OF INDIANA,IN,COPD,121,0.9799,18.602,18.9828,21,0
150017,LUTHERAN HOSPITAL OF INDIANA,IN,Bypass Surgery (CABG),,1.0566,10.7278,10.1533,,1
150017,LUTHERAN HOSPITAL OF INDIANA,IN,Heart Attack (AMI),260,0.9524,11.7047,12.2892,28,0
150018,ELKHART GENERAL HOSPITAL,IN,Pneumonia (PN),358,0.8747,13.3377,15.2487,39,0
150018,ELKHART GENERAL HOSPITAL,IN,Hip/Knee Replacement,,1.0031,6.05,6.0313,,1
150018,ELKHART GENERAL HOSPITAL,IN,Heart Failure (HF),303,1.0517,19.5972,18.6332,63,1
150018,ELKHART GENERAL HOSPITAL,IN,COPD,165,0.9399,17.9289,19.0762,25,0
150018,ELKHART GENERAL HOSPITAL,IN,Bypass Surgery (CABG),111,1.0319,10.9738,10.6346,13,1
150018,ELKHART GENERAL HOSPITAL,IN,Heart Attack (AMI),137,0.9541,10.4287,10.9309,12,0
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,Pneumonia (PN),796,0.8655,13.6322,15.7508,99,0
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,Heart Failure (HF),727,1.0275,20.4967,19.9475,151,1
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,COPD,247,1.0904,19.6502,18.0214,55,1
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,Bypass Surgery (CABG),129,1.0355,10.1535,9.8053,14,1
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,Heart Attack (AMI),516,0.9443,10.8194,11.4573,53,0
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,Pneumonia (PN),103,1.0408,16.7998,16.1419,20,1
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,Heart Failure (HF),89,0.9643,17.5007,18.1483,13,0
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,COPD,,0.9601,17.849,18.5906,,0
150023,UNION HOSPITAL INC,IN,Pneumonia (PN),934,1.0877,18.6535,17.1497,180,1
150023,UNION HOSPITAL INC,IN,Hip/Knee Replacement,,1.3349,9.5595,7.1612,,1
150023,UNION HOSPITAL INC,IN,Heart Failure (HF),803,1.1008,23.3843,21.2427,195,1
150023,UNION HOSPITAL INC,IN,COPD,199,0.9901,18.9679,19.1569,37,0
150023,UNION HOSPITAL INC,IN,Bypass Surgery (CABG),,0.9714,10.6463,10.9599,,0
150023,UNION HOSPITAL INC,IN,Heart Attack (AMI),278,0.9261,13.6473,14.7363,34,0
150024,ESKENAZI HEALTH,IN,Pneumonia (PN),92,1.0681,19.933,18.6618,23,1
150024,ESKENAZI HEALTH,IN,Heart Failure (HF),167,1.0196,20.7039,20.3058,36,1
150024,ESKENAZI HEALTH,IN,COPD,90,1.024,20.2486,19.7731,20,1
150024,ESKENAZI HEALTH,IN,Heart Attack (AMI),,1.0242,15.1557,14.797,,1
150026,GOSHEN HOSPITAL,IN,Pneumonia (PN),201,0.9687,13.4631,13.8984,25,0
150026,GOSHEN HOSPITAL,IN,Heart Failure (HF),202,0.9331,16.2533,17.4178,28,0
150026,GOSHEN HOSPITAL,IN,COPD,,0.9819,13.0993,13.3403,,0
150026,GOSHEN HOSPITAL,IN,Heart Attack (AMI),85,1.0304,12.3674,12.0025,12,1
